iter	Logloss
543	0.1867313578
544	0.1866815605
545	0.1866161437
546	0.1865615047
547	0.1864864139
548	0.1864361644
549	0.186377823
550	0.1863095453
551	0.1862527834
552	0.1861827208
553	0.1861211292
554	0.186064335
555	0.1860044336
556	0.185958461
557	0.1858906875
558	0.1858346348
559	0.1857784301
560	0.1857232745
561	0.1856692212
562	0.1856035963
563	0.1855380155
564	0.1854642574
565	0.1853900837
566	0.1853430731
567	0.1852671856
568	0.1852120053
569	0.1851479484
570	0.1850899228
571	0.1850267249
572	0.1849580922
573	0.184898705
574	0.1848389039
575	0.1847907349
576	0.1847310388
577	0.184672669
578	0.1846050687
579	0.1845511501
580	0.1844933776
581	0.1844352583
582	0.1843704267
583	0.1843203747
584	0.1842434797
585	0.1841860516
586	0.1841415659
587	0.1840809946
588	0.1840226201
589	0.1839896819
590	0.183943826
591	0.1838884804
592	0.1838318506
593	0.1837830383
594	0.1837155722
595	0.1836640139
596	0.1835951273
597	0.1835286477
598	0.1834710594
599	0.183407583
600	0.1833471133
601	0.1832884131
602	0.1832335802
603	0.1831750439
604	0.1831305822
605	0.1830806988
606	0.1830142134
607	0.1829670619
608	0.1829206824
609	0.1828642434
610	0.1828019941
611	0.1827458359
612	0.1827042185
613	0.1826634034
614	0.1826099322
615	0.1825535786
616	0.1825076415
617	0.1824441249
618	0.1824003148
619	0.1823419868
620	0.1822657996
621	0.1821991949
622	0.1821710014
623	0.1821109755
624	0.1820494438
625	0.1819911509
626	0.1819153636
627	0.1818688059
628	0.1818132788
629	0.1817669569
630	0.1817181375
631	0.1816619701
632	0.1816007153
633	0.1815482545
634	0.1814886677
635	0.1814239388
636	0.1813680024
637	0.1813233621
638	0.1812748538
639	0.1811976916
640	0.1811439825
641	0.1811055494
642	0.1810482776
643	0.1809891446
644	0.1809426866
645	0.1808921714
646	0.1808441318
647	0.1807743197
648	0.1806983173
649	0.1806573662
650	0.1806064817
651	0.1805535334
652	0.1805073443
653	0.1804705806
654	0.1804285905
655	0.1803630761
656	0.1803146787
657	0.1802630353
658	0.180203068
659	0.1801615393
660	0.1801159175
661	0.1800383346
662	0.1799933489
663	0.179929539
664	0.1798635706
665	0.1798171592
666	0.1797850458
667	0.1797339802
668	0.1796967329
669	0.1796294112
670	0.1795765359
671	0.1795303149
672	0.1794784718
673	0.1794307246
674	0.1793852799
675	0.1793215353
676	0.1792685095
677	0.1792228473
678	0.1791742694
679	0.1791339747
680	0.1790801392
681	0.1790305714
682	0.1789831349
683	0.1789148925
684	0.1788836473
685	0.1788211409
686	0.1787617887
687	0.1787053282
688	0.178671851
689	0.1786212133
690	0.1785583937
691	0.1785084101
692	0.1784656958
693	0.1784135444
694	0.1783393087
695	0.1782899756
696	0.1782464367
697	0.1781978935
698	0.1781622188
699	0.1781083846
700	0.1780705297
701	0.1780158937
702	0.1779789741
703	0.1779143683
704	0.177843454
705	0.1777886194
706	0.1777281335
707	0.1776677584
708	0.177611322
709	0.1775566137
710	0.1775083258
711	0.1774568636
712	0.1774192132
713	0.1773754526
714	0.1773167196
715	0.1772761442
716	0.1772313538
717	0.1771788323
718	0.1771382372
719	0.1770826037
720	0.1770618782
721	0.1770155499
722	0.1769746471
723	0.1769320365
724	0.176881544
725	0.1768266704
726	0.1767730595
727	0.1767254455
728	0.1766785409
729	0.1766478832
730	0.1765845872
731	0.1765334104
732	0.1764794372
733	0.1764168723
734	0.1763490421
735	0.1762975649
736	0.1762530548
737	0.1761838012
738	0.1761522778
739	0.1760951216
740	0.1760469309
741	0.1759971956
742	0.1759304256
743	0.1758845005
744	0.1758382708
745	0.175795721
746	0.1757249213
747	0.1756846374
748	0.1756485271
749	0.1756023762
750	0.1755644104
751	0.1755043835
752	0.1754669945
753	0.1754191407
754	0.1753807772
755	0.175332097
756	0.1752879415
757	0.1752515886
758	0.1751929713
759	0.1751510426
760	0.175086566
761	0.1750353077
762	0.1749973348
763	0.1749579812
764	0.1748913846
765	0.1748354171
766	0.1747924802
767	0.1747521805
768	0.1747229575
769	0.1746722445
770	0.1746306344
771	0.1745799086
772	0.1745213039
773	0.1744845169
774	0.1744453573
775	0.1743943292
776	0.1743330324
777	0.1742805294
778	0.1742133393
779	0.1741629093
780	0.1741031149
781	0.1740520209
782	0.1739985705
783	0.1739568824
784	0.1739077606
785	0.1738691173
786	0.1738143959
787	0.1737655437
788	0.1737301873
789	0.1736916388
790	0.1736367391
791	0.1735943541
792	0.1735494805
793	0.17351506
794	0.173465072
795	0.173409072
796	0.1733599383
797	0.1733080557
798	0.1732536037
799	0.1732093717
800	0.173174582
801	0.1731208303
802	0.1730674299
803	0.1730254183
804	0.1729770319
805	0.1729352851
806	0.1728947992
807	0.1728538692
808	0.1728201862
809	0.1727611237
810	0.1727105541
811	0.1726761424
812	0.1726328785
813	0.1726045109
814	0.1725574324
815	0.1725203034
816	0.172486772
817	0.1724457034
818	0.1723999022
819	0.172347731
820	0.172297844
821	0.1722660273
822	0.1722072513
823	0.1721574879
824	0.1721258067
825	0.1720883329
826	0.1720297461
827	0.1719971821
828	0.1719693436
829	0.1719149686
830	0.1718589783
831	0.1718086215
832	0.1717730286
833	0.1717088315
834	0.1716678657
835	0.1716139575
836	0.1715553599
837	0.1715155226
838	0.1714610843
839	0.1714279517
840	0.1713774236
841	0.1713379054
842	0.1712804973
843	0.1712362807
844	0.1711833634
845	0.1711444243
846	0.1711162417
847	0.1710779171
848	0.1710366599
849	0.1709862974
850	0.1709327899
851	0.1708956995
852	0.1708572154
853	0.170808547
854	0.1707612901
855	0.1707232322
856	0.170683444
857	0.1706389491
858	0.1705926145
859	0.1705250496
860	0.1704894846
861	0.1704435133
862	0.1704053485
863	0.1703652986
864	0.1703349612
865	0.1702858395
866	0.1702442187
867	0.1702065554
868	0.1701620433
869	0.1701270108
870	0.1700862377
871	0.1700335907
872	0.1699824864
873	0.1699412755
874	0.1699013549
875	0.1698723631
876	0.1698278838
877	0.1697913814
878	0.1697441181
879	0.1696916785
880	0.1696561197
881	0.1695986869
882	0.1695345559
883	0.1695076166
884	0.1694649691
885	0.1694225827
886	0.1693908892
887	0.1693489468
888	0.1693345683
889	0.1693056923
890	0.1692564165
891	0.1692138761
892	0.1691802704
893	0.1691558786
894	0.1691121317
895	0.1690758338
896	0.1690337279
897	0.1690106462
898	0.1689608769
899	0.1689292616
900	0.1688865604
901	0.1688514818
902	0.1687989443
903	0.1687508638
904	0.1687173727
905	0.1686657225
906	0.1686377856
907	0.168592016
908	0.1685575666
909	0.1685058292
910	0.1684653844
911	0.1684048525
912	0.168369234
913	0.1683224361
914	0.1682852083
915	0.1682371803
916	0.1682030891
917	0.1681427246
918	0.1680951728
919	0.1680534982
920	0.1680202895
921	0.1679767333
922	0.1679157349
923	0.1678742159
924	0.1678305535
925	0.1677998481
926	0.1677382055
927	0.1676869613
928	0.1676683588
929	0.167610432
930	0.1675799479
931	0.1675461281
932	0.1675074965
933	0.1674523865
934	0.1674141458
935	0.1673809743
936	0.1673490481
937	0.1673072293
938	0.1672778148
939	0.1672309073
940	0.1671911384
941	0.1671385466
942	0.1670920107
943	0.1670556077
944	0.1669974974
945	0.1669609274
946	0.1669321368
947	0.1668914999
948	0.1668462675
949	0.1668174269
950	0.1667832063
951	0.1667412113
952	0.1667119686
953	0.1666686831
954	0.1666079471
955	0.1665614263
956	0.1665148205
957	0.1664561704
958	0.1664212326
959	0.1663985267
960	0.1663692789
961	0.1663293818
962	0.1662899415
963	0.1662621045
964	0.1662122439
965	0.1661756811
966	0.1661247798
967	0.1660810498
968	0.1660366704
969	0.1659887322
970	0.1659489705
971	0.1659084692
972	0.1658679221
973	0.1658304261
974	0.1657882105
975	0.1657548736
976	0.1657166602
977	0.1656768122
978	0.1656226897
979	0.1655929574
980	0.1655424013
981	0.1655012284
982	0.165455239
983	0.1654158915
984	0.1653774476
985	0.1653430441
986	0.1653053834
987	0.1652738438
988	0.1652375324
989	0.16520418
990	0.1651590505
991	0.1651322706
992	0.1651028148
993	0.1650585713
994	0.1650287213
995	0.1650094763
996	0.1649721145
997	0.164935563
998	0.1648957622
999	0.1648563325
1000	0.1648174249
1001	0.1647663038
1002	0.1647357117
1003	0.1646936454
1004	0.1646550523
1005	0.1646214187
1006	0.1645954965
1007	0.1645639218
1008	0.1645153302
1009	0.1644846737
1010	0.1644482576
1011	0.1644189613
1012	0.1643745521
1013	0.1643456314
1014	0.1643009314
1015	0.1642945757
1016	0.164251554
1017	0.1642032515
1018	0.164173051
1019	0.1641474195
1020	0.1641244241
1021	0.1640914825
1022	0.164061543
1023	0.1640211402
1024	0.1639928353
1025	0.1639621443
1026	0.1639151976
1027	0.1638698394
1028	0.163841202
1029	0.1638024873
1030	0.1637749896
1031	0.1637511222
1032	0.1637174924
1033	0.1636796762
1034	0.1636362833
1035	0.1635948383
1036	0.1635620436
1037	0.1635104769
1038	0.1634751277
1039	0.1634232699
1040	0.1633816766
1041	0.163344845
1042	0.1633066494
1043	0.1632738761
1044	0.1632388963
1045	0.1632154886
1046	0.163176372
1047	0.1631343792
1048	0.1630941609
1049	0.1630542345
1050	0.1630206685
1051	0.1629969421
1052	0.1629637947
1053	0.1629261276
1054	0.1629045759
1055	0.1628749163
1056	0.1628238052
1057	0.1627965863
1058	0.1627671217
1059	0.1627246262
1060	0.162675674
1061	0.1626175857
1062	0.1625781632
1063	0.1625465082
1064	0.1625008978
1065	0.162467229
1066	0.162423117
1067	0.1623871543
1068	0.1623475208
1069	0.1623090177
1070	0.1622817583
1071	0.1622464013
1072	0.1622037544
1073	0.1621519002
1074	0.1621200907
1075	0.1620946339
1076	0.16204845
1077	0.1620128607
1078	0.1619688456
1079	0.1619392439
1080	0.161900869
1081	0.1618797989
1082	0.1618496225
1083	0.1617904244
1084	0.1617561292
1085	0.161735589
1086	0.1617015513
1087	0.161676589
1088	0.1616375735
1089	0.1616105762
1090	0.1615749367
1091	0.1615342698
1092	0.1614824603
1093	0.1614435324
1094	0.1613975671
1095	0.1613779466
1096	0.1613322948
1097	0.1612978157
1098	0.16125832
1099	0.1612382157
1100	0.1612015339
1101	0.1611602104
1102	0.1611297816
1103	0.1611067654
1104	0.1610756407
1105	0.1610449909
1106	0.1610070094
1107	0.1609667936
1108	0.160931096
1109	0.1609012253
1110	0.1608601498
1111	0.1608304071
1112	0.1607736263
1113	0.1607314288
1114	0.1606927468
1115	0.160656796
1116	0.1606033384
1117	0.1605752227
1118	0.1605420853
1119	0.1605057406
1120	0.1604717221
1121	0.1604344681
1122	0.1603901326
1123	0.1603477551
1124	0.1603093268
1125	0.160267923
1126	0.1602200749
1127	0.1601850849
1128	0.1601442215
1129	0.1600953056
1130	0.1600666999
1131	0.1600379137
1132	0.1600087938
1133	0.159982582
1134	0.1599497717
1135	0.1599151702
1136	0.1598699624
1137	0.159856048
1138	0.1598188046
1139	0.1597938355
1140	0.1597582459
1141	0.1597302478
1142	0.1597073973
1143	0.1596775012
1144	0.159634855
1145	0.1596018356
1146	0.1595808685
1147	0.1595391525
1148	0.1595246289
1149	0.1594947322
1150	0.1594720789
1151	0.1594480816
1152	0.1594107879
1153	0.1593847467
1154	0.1593374006
1155	0.1593031175
1156	0.1592612671
1157	0.1592220516
1158	0.1591884329
1159	0.1591493578
1160	0.1591135627
1161	0.159056454
1162	0.1590327304
1163	0.159010461
1164	0.1589706055
1165	0.1589216374
1166	0.1589070232
1167	0.1588642453
1168	0.1588245358
1169	0.1587948406
1170	0.1587694255
1171	0.158732594
1172	0.1586861817
1173	0.158647003
1174	0.1586223098
1175	0.1585879553
1176	0.1585368573
1177	0.1584986575
1178	0.158467547
1179	0.1584446492
1180	0.1584005748
1181	0.1583705769
1182	0.1583348004
1183	0.1583043432
1184	0.1582626673
1185	0.1582486771
1186	0.158223084
1187	0.1581920715
1188	0.1581606257
1189	0.1581208924
1190	0.1580998624
1191	0.1580658906
1192	0.1580442623
1193	0.1580245344
1194	0.1579859077
1195	0.1579357489
1196	0.1578933974
1197	0.1578532049
1198	0.1578246806
1199	0.1578101383
1200	0.1577810384
1201	0.1577368472
1202	0.1576940556
1203	0.1576597557
1204	0.1576109645
1205	0.1575797885
1206	0.1575387616
1207	0.157516159
1208	0.1574669549
1209	0.1574399985
1210	0.157413027
1211	0.1573888519
1212	0.1573495742
1213	0.1573277277
1214	0.1572828166
1215	0.1572309529
1216	0.1571929501
1217	0.1571560371
1218	0.1571365472
1219	0.1570954489
1220	0.1570576259
1221	0.1570229785
1222	0.1569907734
1223	0.1569677824
1224	0.1569355983
1225	0.1569010034
1226	0.15686563
1227	0.1568324959
1228	0.1568066495
1229	0.1567722445
1230	0.1567320368
1231	0.1566914615
1232	0.156652794
1233	0.1566199589
1234	0.1565962174
1235	0.1565634807
1236	0.1565356621
1237	0.1564976677
1238	0.1564583826
1239	0.1564151869
1240	0.1563833735
1241	0.1563586579
1242	0.1563298104
1243	0.1562977029
1244	0.1562628091
1245	0.1562367059
1246	0.1562039466
1247	0.1561829293
1248	0.1561562482
1249	0.1561203632
1250	0.1560921952
1251	0.1560419791
1252	0.1560107034
1253	0.1559717173
1254	0.1559352711
1255	0.1558926694
1256	0.155854486
1257	0.155818629
1258	0.1558030299
1259	0.1557632619
1260	0.1557206269
1261	0.1556984404
1262	0.1556642793
1263	0.1556324705
1264	0.1556005239
1265	0.155567843
1266	0.1555252267
1267	0.1554790178
1268	0.1554437917
1269	0.1554047544
1270	0.1553785356
1271	0.1553505539
1272	0.1553230486
1273	0.1553003545
1274	0.1552689538
1275	0.1552209767
1276	0.1551804489
1277	0.1551462098
1278	0.15511824
1279	0.1550878857
1280	0.1550603174
1281	0.1550361933
1282	0.1550065063
1283	0.1549705122
1284	0.154941073
1285	0.1548942625
1286	0.1548650995
1287	0.1548313713
1288	0.1547864268
1289	0.1547489622
1290	0.1547161564
1291	0.1546878073
1292	0.1546513899
1293	0.1545912145
1294	0.1545603615
1295	0.1545264443
1296	0.1544961517
1297	0.1544572732
1298	0.1544397648
1299	0.1544062348
1300	0.1543796831
1301	0.154355032
1302	0.1543258804
1303	0.1542945296
1304	0.1542542657
1305	0.1542179848
1306	0.1541893932
1307	0.1541576913
1308	0.1541385414
1309	0.1541027436
1310	0.154072667
1311	0.1540379157
1312	0.1539854126
1313	0.1539420097
1314	0.1539151076
1315	0.1538732605
1316	0.15383342
1317	0.1538101326
1318	0.1537814349
1319	0.1537617213
1320	0.1537362983
1321	0.1536880251
1322	0.1536509306
1323	0.1536155491
1324	0.1535841202
1325	0.1535456789
1326	0.1535232096
1327	0.1534810233
1328	0.153448932
1329	0.1534217158
1330	0.1533642973
1331	0.1533258553
1332	0.1532869568
1333	0.1532413455
1334	0.1532001367
1335	0.1531659657
1336	0.153136718
1337	0.1530881721
1338	0.1530502987
1339	0.1530263365
1340	0.1529945307
1341	0.1529682841
1342	0.1529426087
1343	0.1529025446
1344	0.1528721262
1345	0.1528379121
1346	0.1528125301
1347	0.1527754916
1348	0.1527454048
1349	0.1527184164
1350	0.152693953
1351	0.1526505284
1352	0.1526323212
1353	0.1526020191
1354	0.1525656813
1355	0.1525234166
1356	0.1524950771
1357	0.152470782
1358	0.1524365666
1359	0.1523985375
1360	0.1523661364
1361	0.1523509353
1362	0.1523331792
1363	0.1523055129
1364	0.1522730627
1365	0.1522508945
1366	0.1522320095
1367	0.1522110784
1368	0.1521687277
1369	0.1521472425
1370	0.1521143652
1371	0.1520704683
1372	0.1520353264
1373	0.1520014061
1374	0.1519760266
1375	0.1519612269
1376	0.1519339361
1377	0.151899695
1378	0.1518645275
1379	0.1518414322
1380	0.1518128855
1381	0.1517643193
1382	0.1517398438
1383	0.151709676
1384	0.1516856865
1385	0.1516559294
1386	0.1516330615
1387	0.1516001827
1388	0.1515695718
1389	0.1515371327
1390	0.1515125354
1391	0.1514813297
1392	0.1514530098
1393	0.1514184493
1394	0.1513875642
1395	0.1513535705
1396	0.1513292482
1397	0.1512999462
1398	0.151270944
1399	0.1512458776
1400	0.1512241829
1401	0.1511926616
1402	0.1511723544
1403	0.1511409576
1404	0.1511124074
1405	0.1510752368
1406	0.1510571048
1407	0.1510163004
1408	0.1509660893
1409	0.1509240657
1410	0.1509004211
1411	0.1508730471
1412	0.150842017
1413	0.1508225132
1414	0.1508068818
1415	0.1507710542
1416	0.1507515907
1417	0.1507210034
1418	0.1506914857
1419	0.1506531274
1420	0.1506153323
1421	0.1505839978
1422	0.1505569604
1423	0.150515512
1424	0.1504871357
1425	0.1504655894
1426	0.1504307633
1427	0.1503977861
1428	0.1503729086
1429	0.1503457963
1430	0.1503082561
1431	0.1502756793
1432	0.1502390227
1433	0.1502222552
1434	0.1501762105
1435	0.150136833
1436	0.1501051619
1437	0.1500748939
1438	0.1500355681
1439	0.1500149827
1440	0.1499836999
1441	0.1499414055
1442	0.1498934744
1443	0.1498484934
1444	0.1498038835
1445	0.1497850732
1446	0.149742592
1447	0.149714995
1448	0.1496626359
1449	0.1496190517
1450	0.1495821433
1451	0.1495451918
1452	0.1495172836
1453	0.149475736
1454	0.1494592904
1455	0.1494265832
1456	0.1493858937
1457	0.1493633751
1458	0.149350728
1459	0.1493341167
1460	0.1492981434
1461	0.1492691303
1462	0.1492404088
1463	0.1492165103
1464	0.149176851
1465	0.149135467
1466	0.1491013864
1467	0.1490815872
1468	0.1490494053
1469	0.1490046979
1470	0.1489782074
1471	0.1489531933
1472	0.1489083285
1473	0.1488726683
1474	0.1488472976
1475	0.1488053218
1476	0.1487787523
1477	0.1487479584
1478	0.1487254939
1479	0.148705059
1480	0.1486879574
1481	0.1486445227
1482	0.1485959703
1483	0.1485669021
1484	0.1485268169
1485	0.1485008453
1486	0.1484700929
1487	0.1484348675
1488	0.1484010271
1489	0.1483690863
1490	0.148342774
1491	0.1483217237
1492	0.14829051
1493	0.1482591438
1494	0.1482140061
1495	0.1481828964
1496	0.1481578324
1497	0.1481266273
1498	0.1480748933
1499	0.1480429552
1500	0.1480035252
1501	0.1479792358
1502	0.1479539141
1503	0.1479213154
1504	0.1478876479
1505	0.147853168
1506	0.1478150693
1507	0.1477870912
1508	0.1477554335
1509	0.1477165466
1510	0.1476844197
1511	0.1476629336
