iter	Passed	Remaining
1144	127645	95316
1145	127747	95197
1146	127848	95078
1147	127963	94969
1148	128062	94848
1149	128190	94749
1150	128290	94629
1151	128400	94517
1152	128513	94406
1153	128621	94292
1154	128741	94187
1155	128855	94077
1156	128973	93970
1157	129088	93862
1158	129192	93745
1159	129314	93641
1160	129418	93524
1161	129534	93416
1162	129640	93301
1163	129748	93186
1164	129856	93073
1165	129971	92964
1166	130070	92844
1167	130188	92737
1168	130299	92625
1169	130403	92508
1170	130503	92388
1171	130605	92270
1172	130720	92161
1173	130835	92052
1174	130951	91944
1175	131061	91832
1176	131193	91735
1177	131306	91624
1178	131414	91510
1179	131515	91392
1180	131625	91279
1181	131729	91163
1182	131838	91050
1183	131947	90936
1184	132054	90822
1185	132149	90699
1186	132254	90583
1187	132356	90465
1188	132470	90356
1189	132574	90239
1190	132683	90126
1191	132791	90012
1192	132898	89898
1193	133003	89782
1194	133114	89671
1195	133233	89564
1196	133357	89462
1197	133471	89352
1198	133574	89235
1199	133674	89116
1200	133778	88999
1201	133890	88888
1202	133998	88775
1203	134110	88664
1204	134228	88557
1205	134344	88448
1206	134460	88340
1207	134562	88223
1208	134679	88115
1209	134787	88001
1210	134906	87895
1211	135014	87781
1212	135127	87671
1213	135237	87559
1214	135360	87455
1215	135487	87353
1216	135606	87246
1217	135717	87135
1218	135823	87020
1219	135943	86914
1220	136063	86808
1221	136172	86695
1222	136274	86578
1223	136379	86463
1224	136494	86353
1225	136599	86238
1226	136717	86130
1227	136844	86029
1228	136952	85915
1229	137060	85802
1230	137175	85692
1231	137300	85589
1232	137416	85481
1233	137527	85369
1234	137634	85255
1235	137754	85149
1236	137860	85034
1237	137975	84925
1238	138089	84815
1239	138201	84704
1240	138306	84588
1241	138408	84471
1242	138513	84356
1243	138620	84242
1244	138728	84128
1245	138825	84008
1246	138939	83898
1247	139054	83789
1248	139170	83680
1249	139288	83572
1250	139410	83467
1251	139526	83359
1252	139639	83248
1253	139753	83138
